시도,시군구,읍면동,위도,경도,격자 X,격자 Y,
경기도,과천시,원문동,37.4193758080699,126.989129628104,60,124,
경기도,화성시,동탄9동,37.1806626,127.1383942,63,118,
경기도,하남시,미사3동,37.5490193084217,127.185064903178,63,126,
세종특별자치시,세종특별자치시,어진동,36.5017449102302,127.256707900653,65,104,
경상북도,,,36.5759985118295,128.505832256098,87,106,
경상북도,포항시북구,신광면,36.1270888888888,129.265244444444,100,97,
경상북도,포항시북구,기계면,36.0694583333333,129.212555555555,100,95,
경상북도,경주시,안강읍,35.9871972222222,129.229444444444,100,93,
경상북도,경주시,,35.8531694444444,129.227022222222,100,91,
경상북도,경주시,황성동,35.856825,129.220752777777,100,91,
경상북도,경주시,용강동,35.8611638888888,129.225463888888,100,91,
경상북도,경주시,현곡면,35.8633388888888,129.204697222222,100,91,
경상북도,경주시,황남동,35.8322972222222,129.212866666666,100,90,
경상북도,경주시,월성동,35.8335861111111,129.222022222222,100,90,
경상북도,경주시,황오동,35.8381388888888,129.217055555555,100,90,
경상북도,경주시,중부동,35.8389583333333,129.208552777777,100,90,
경상북도,경주시,성건동,35.8478222222222,129.209641666666,100,90,
경상북도,경주시,동천동,35.8517277777777,129.224988888888,100,90,
경상북도,경주시,내남면,35.749475,129.202475,100,88,
울산광역시,울주군,두동면,35.6512166666666,129.203530555555,100,86,
울산광역시,울주군,범서읍,35.5659027777777,129.232419444444,100,84,
울산광역시,울주군,웅촌면,35.4631305555555,129.211844444444,100,82,
부산광역시,기장군,정관읍,35.322375,129.182677777777,100,79,
부산광역시,기장군,기장읍,35.2356027777777,129.218177777777,100,77,
부산광역시,기장군,,35.24135,129.224475,100,77,
부산광역시,해운대구,좌제2동,35.1660611111111,129.184919444444,100,76,
부산광역시,해운대구,좌제1동,35.1678222222222,129.176552777777,100,76,
부산광역시,해운대구,좌제3동,35.1692638888888,129.168986111111,100,76,
부산광역시,해운대구,좌제4동,35.1748666666666,129.178477777777,100,76,
부산광역시,해운대구,송정동,35.1805611111111,129.205897222222,100,76,
부산광역시,해운대구,중제2동,35.1587972222222,129.182108333333,100,75,
경상북도,영덕군,지품면,36.4455694444444,129.284197222222,100,103,
경상북도,경주시,강동면,35.9847361111111,129.275544444444,101,93,
경상북도,경주시,천북면,35.8922916666666,129.273430555555,101,91,
경상북도,경주시,보덕동,35.8317194444444,129.289833333333,101,90,
경상북도,경주시,불국동,35.7720277777777,129.302833333333,101,89,
울산광역시,울주군,,35.5307388888888,129.297163888888,101,84,
울산광역시,남구,옥동,35.5322444444444,129.296166666666,101,84,
울산광역시,남구,삼호동,35.5469444444444,129.268275,101,84,
울산광역시,남구,무거동,35.5479222222222,129.263011111111,101,84,
울산광역시,중구,다운동,35.5533,129.277988888888,101,84,
울산광역시,울주군,온양읍,35.4159027777777,129.283055555555,101,81,
부산광역시,기장군,장안읍,35.3107027777777,129.246288888888,101,79,
부산광역시,기장군,일광읍,35.2639371829939,129.23228251585,101,78,
강원특별자치도,삼척시,원덕읍,37.1735611111111,129.338011111111,101,119,
경상북도,울진군,북면,37.1020083333333,129.3754,101,118,
경상북도,울진군,온정면,36.7211916666666,129.347677777777,101,109,
경상북도,영덕군,달산면,36.3961944444444,129.305586111111,101,102,
경상북도,포항시북구,송라면,36.2259,129.359230555555,102,99,
경상북도,포항시북구,청하면,36.1961722222222,129.339833333333,102,98,
경상북도,포항시북구,흥해읍,36.1041277777777,129.344041666666,102,96,
경상북도,포항시북구,죽도동,36.0318403,129.3640625,102,95,
경상북도,포항시북구,용흥동,36.0354083333333,129.359908333333,102,95,
경상북도,포항시북구,중앙동,36.0367805555555,129.366288888888,102,95,
경상북도,포항시북구,,36.03885,129.367908333333,102,95,
경상북도,포항시북구,우창동,36.0516888888888,129.363944444444,102,95,
경상북도,포항시북구,두호동,36.0578694444444,129.382352777777,102,95,
경상북도,포항시북구,장량동,36.0671972222222,129.381363888888,102,95,
경상북도,포항시남구,연일읍,35.988625,129.346419444444,102,94,
경상북도,포항시남구,효곡동,36.0050472222222,129.333177777777,102,94,
경상북도,포항시남구,,36.0056861111111,129.361666666666,102,94,
경상북도,포항시남구,상대동,36.0140192,129.3569633,102,94,
경상북도,포항시남구,대이동,36.0141583333333,129.345333333333,102,94,
경상북도,포항시북구,양학동,36.0223111111111,129.352686111111,102,94,
경상북도,포항시남구,해도동,36.0232859,129.3714474,102,94,
경상북도,포항시남구,송도동,36.0288888888888,129.377833333333,102,94,
경상북도,포항시남구,대송면,35.9654944444444,129.362244444444,102,93,
경상북도,경주시,외동읍,35.7129527777777,129.327366666666,102,88,
울산광역시,북구,농소1동,35.6197527777777,129.358333333333,102,86,
울산광역시,북구,농소3동,35.6256333333333,129.341933333333,102,86,
울산광역시,북구,농소2동,35.6352388888888,129.350475,102,86,
울산광역시,중구,성안동,35.5743416666667,129.309697222222,102,85,
울산광역시,중구,병영2동,35.57635,129.348275,102,85,
울산광역시,남구,신정2동,35.5316111111111,129.310177777777,102,84,
울산광역시,남구,달동,35.5333944444444,129.318844444444,102,84,
울산광역시,,,35.5354083333333,129.313688888888,102,84,
울산광역시,남구,신정1동,35.5382916666666,129.308844444444,102,84,
울산광역시,남구,,35.5407638888888,129.332386111111,102,84,
울산광역시,남구,삼산동,35.5413888888888,129.334155555555,102,84,
울산광역시,남구,신정5동,35.54185,129.323722222222,102,84,
울산광역시,남구,신정3동,35.5419666666666,129.318722222222,102,84,
울산광역시,중구,우정동,35.5517361111111,129.314641666666,102,84,
울산광역시,중구,학성동,35.5523194444444,129.336986111111,102,84,
울산광역시,중구,반구1동,35.5533861111111,129.343911111111,102,84,
울산광역시,중구,태화동,35.5535166666666,129.306730555555,102,84,
울산광역시,중구,중앙동,35.557542,129.32405,102,84,
울산광역시,중구,반구2동,35.5603055555555,129.343097222222,102,84,
울산광역시,중구,복산동,35.56579338,129.3342518,102,84,
울산광역시,중구,,35.5663416666666,129.334875,102,84,
울산광역시,중구,병영1동,35.5670111111111,129.348855555555,102,84,
울산광역시,중구,약사동,35.5673916666666,129.339541666666,102,84,
울산광역시,울주군,청량읍,35.49313,129.306002,102,83,
울산광역시,남구,선암동,35.5098611111111,129.3375,102,83,
울산광역시,남구,야음장생포동,35.5165805555555,129.341275,102,83,
울산광역시,남구,수암동,35.5213583333333,129.320666666666,102,83,
울산광역시,남구,대현동,35.5235083333333,129.329122222222,102,83,
울산광역시,남구,신정4동,35.5262805555555,129.316777777777,102,83,
울산광역시,울주군,온산읍,35.4315805555555,129.316863888888,102,81,
울산광역시,울주군,서생면,35.3461722222222,129.328566666666,102,80,
경상북도,울진군,죽변면,37.0568972222222,129.424575,102,117,
경상북도,울진군,근남면,36.9599055555555,129.396819444444,102,115,
경상북도,울진군,,36.9901861111111,129.402786111111,102,115,
경상북도,울진군,울진읍,36.9943361111111,129.4054,102,115,
경상북도,울진군,매화면,36.9131055555556,129.382211111111,102,114,
경상북도,영덕군,창수면,36.5432638888888,129.350686111111,102,106,
경상북도,영덕군,영덕읍,36.4065361111111,129.375130555555,102,103,
경상북도,영덕군,,36.4121027777777,129.368355555555,102,103,
경상북도,영덕군,강구면,36.3589333333333,129.380986111111,102,102,
경상북도,영덕군,남정면,36.2831083333333,129.374852777777,102,100,
경상북도,포항시북구,환여동,36.0669666666666,129.400244444444,103,95,
경상북도,포항시남구,제철동,35.9893111111111,129.399419444444,103,94,
경상북도,포항시남구,청림동,35.9943833333333,129.407997222222,103,94,
경상북도,포항시남구,오천읍,35.9601972222222,129.417033333333,103,93,
울산광역시,북구,효문동,35.5747916666666,129.363397222222,103,85,
울산광역시,북구,,35.5796888888888,129.363544444444,103,85,
울산광역시,북구,송정동,35.591775,129.359811111111,103,85,
울산광역시,북구,양정동,35.5429361111111,129.387808333333,103,84,
울산광역시,북구,염포동,35.5238194444444,129.401397222222,103,83,
경상북도,울진군,기성면,36.7952694444444,129.453733333333,103,111,
경상북도,울진군,평해읍,36.72515,129.443708333333,103,110,
경상북도,울진군,후포면,36.6755666666666,129.441730555555,103,109,
경상북도,영덕군,병곡면,36.5994305555555,129.412975,103,107,
경상북도,영덕군,축산면,36.5060444444444,129.4166,103,105,
경상북도,영덕군,영해면,36.534575,129.409466666666,103,105,
경상북도,포항시남구,동해면,35.9855083333333,129.442541666666,104,94,
경상북도,경주시,문무대왕면,35.7880916666666,129.445408333333,104,89,
경상북도,경주시,양남면,35.6747611111111,129.462663888888,104,87,
울산광역시,북구,강동동,35.6124055555555,129.450652777777,104,85,
울산광역시,동구,남목1동,35.5363416666666,129.423133333333,104,84,
울산광역시,동구,남목3동,35.5429444444444,129.433633333333,104,84,
울산광역시,동구,방어동,35.482975,129.426411111111,104,83,
울산광역시,동구,화정동,35.4907,129.426863888888,104,83,
울산광역시,동구,일산동,35.4950305555555,129.428544444444,104,83,
울산광역시,동구,대송동,35.5001361111111,129.420644444444,104,83,
울산광역시,동구,,35.5018888888888,129.418952777777,104,83,
울산광역시,동구,전하2동,35.5063027777777,129.431574999999,104,83,
울산광역시,동구,전하1동,35.5137583333333,129.430875,104,83,
울산광역시,동구,남목2동,35.5215638888888,129.433888888888,104,83,
경상북도,포항시남구,구룡포읍,35.982075,129.548530555555,105,94,
경상북도,포항시남구,장기면,35.8927777777777,129.494919444444,105,92,
경상북도,경주시,감포읍,35.8043722222222,129.503888888888,105,90,
경상북도,포항시남구,호미곶면,36.0808541,129.5555306,106,96,
경상북도,울릉군,서면,37.4637694444444,130.836188888888,126,127,
경상북도,울릉군,북면,37.5367833333333,130.872752777777,127,129,
경상북도,울릉군,,37.480575,130.903788888888,127,127,
경상북도,울릉군,울릉읍,37.4811138888888,130.901755555555,127,127,
경상북도,울릉군,독도,37.2414386,131.8648471,144,123,
인천광역시,옹진군,백령면,37.9741764,124.7186911,21,135,
인천광역시,옹진군,대청면,37.8256,124.7141,21,132,
이어도,,,0,0,28,8,
이어도,,,0,0,28,8,
전라남도,신안군,흑산면,34.679775,125.431263888888,33,64,
인천광역시,옹진군,연평면,37.6623888888888,125.704108333333,38,129,
전라남도,신안군,비금면,34.7522,125.928633333333,42,65,
전라남도,신안군,도초면,34.7004916666666,125.955408333333,42,64,
전북특별자치도,군산시,옥도면,36.1165805555555,125.979052777777,43,95,
전라남도,신안군,자은면,34.8813555555555,126.049411111111,44,68,
전라남도,신안군,하의면,34.6037111111111,126.038552777777,44,62,
전라남도,진도군,조도면,34.29385,126.049075,44,55,
전라남도,영광군,낙월면,35.1991361111111,126.139622222222,45,75,
전라남도,신안군,임자면,35.0811416666666,126.113186111111,45,73,
전라남도,신안군,암태면,34.8241111111111,126.114041666666,45,67,
전라남도,신안군,안좌면,34.7529472222222,126.126666666666,45,65,
전라남도,신안군,신의면,34.5819972222222,126.090286111111,45,62,
전라남도,신안군,증도면,34.9997277777777,126.141622222222,46,71,
전라남도,신안군,팔금면,34.7819277777777,126.144522222222,46,66,
전라남도,신안군,장산면,34.6396666666666,126.150930555555,46,63,
전라남도,진도군,임회면,34.4028916666666,126.192163888888,46,58,
전라남도,진도군,지산면,34.4224916666666,126.169311111111,46,58,
제주특별자치도,제주시,한경면,33.3474,126.186019444444,46,35,
인천광역시,옹진군,덕적면,37.2235805555555,126.148888888888,46,119,
충청남도,태안군,소원면,36.7596222222222,126.199311111111,46,109,
전라남도,신안군,지도읍,35.0582166666666,126.209588888888,47,72,
인천광역시,강화군,서도면,37.6475805555555,126.242108333333,47,128,
충청남도,태안군,근흥면,36.7107777777777,126.230063888888,47,108,
전북특별자치도,부안군,위도면,35.5997666666666,126.295097222222,48,84,
전라남도,무안군,해제면,35.1073916666666,126.296541666666,48,73,
전라남도,진도군,군내면,34.5093805555555,126.293977777777,48,60,
전라남도,진도군,진도읍,34.4777555555555,126.264966666666,48,59,
전라남도,진도군,,34.48375,126.265544444444,48,59,
전라남도,진도군,의신면,34.4361694444444,126.285463888888,48,58,
제주특별자치도,제주시,추자면,33.9594722222222,126.296141666666,48,48,
제주특별자치도,제주시,한림읍,33.4071444444444,126.269086111111,48,36,
제주특별자치도,서귀포시,대정읍/마라도포함,33.2235722222222,126.254175,48,32,
인천광역시,강화군,교동면,37.7774416666666,126.282611111111,48,131,
인천광역시,옹진군,자월면,37.24825,126.313219444444,48,120,
충청남도,태안군,이원면,36.8668777777777,126.282630555555,48,111,
충청남도,태안군,원북면,36.8206305555555,126.259197222222,48,110,
충청남도,태안군,,36.7426666666666,126.299975,48,109,
충청남도,태안군,태안읍,36.7547138888888,126.298333333333,48,109,
충청남도,태안군,남면,36.6690222222222,126.300488888888,48,107,
전라남도,무안군,운남면,34.9591416666666,126.345286111111,49,70,
전라남도,신안군,압해읍,34.8623611111111,126.314411111111,49,68,
전라남도,해남군,화원면,34.6677527777777,126.329730555555,49,64,
전라남도,해남군,문내면,34.5888472222222,126.310611111111,49,62,
전라남도,진도군,고군면,34.4873388888888,126.345022222222,49,60,
제주특별자치도,제주시,애월읍,33.4587388888888,126.331466666666,49,37,
제주특별자치도,서귀포시,안덕면,33.2463722222222,126.339066666666,49,32,
인천광역시,강화군,삼산면,37.7006805555555,126.322875,49,130,
충청남도,서산시,팔봉면,36.8090333333333,126.3519,49,110,
충청남도,태안군,안면읍,36.5175888888888,126.346499999999,49,104,
전라남도,영광군,염산면,35.2147833333333,126.373966666666,50,75,
전라남도,무안군,망운면,35.0098111111111,126.396608333333,50,71,
전라남도,무안군,현경면,35.0183305555555,126.413952777777,50,71,
전라남도,목포시,북항동,34.8039638888888,126.371486111111,50,67,
전라남도,목포시,산정동,34.8060472222222,126.3886,50,67,
전라남도,목포시,원산동,34.8087499999999,126.383063888888,50,67,
전라남도,목포시,,34.8087888888888,126.394419444444,50,67,
전라남도,목포시,연산동,34.8098666666666,126.3791,50,67,
전라남도,목포시,상동,34.8107083333333,126.416275,50,67,
전라남도,목포시,용해동,34.8134638888888,126.401377777777,50,67,
전라남도,목포시,유달동,34.7828666666666,126.382663888888,50,66,
전라남도,목포시,만호동,34.7842194444444,126.389108333333,50,66,
전라남도,목포시,삼학동,34.7871277777777,126.403688888888,50,66,
전라남도,목포시,동명동,34.7878444444444,126.394066666666,50,66,
전라남도,신안군,,34.7898111111111,126.381730555555,50,66,
전라남도,목포시,목원동,34.79,126.382222222222,50,66,
전라남도,목포시,연동,34.7915888888888,126.393641666666,50,66,
전라남도,목포시,이로동,34.79605,126.411844444444,50,66,
전라남도,목포시,대성동,34.7962027777777,126.385686111111,50,66,
전라남도,목포시,죽교동,34.7966861111111,126.377155555555,50,66,
전라남도,목포시,용당1동,34.8013583333333,126.395475,50,66,
전라남도,목포시,용당2동,34.8016111111111,126.399933333333,50,66,
제주특별자치도,서귀포시,예래동,33.251025,126.399908333333,50,32,
인천광역시,강화군,양사면,37.795825,126.410219444444,50,132,
인천광역시,강화군,하점면,37.7719388888888,126.413641666666,50,131,
인천광역시,강화군,내가면,37.7166,126.391886111111,50,130,
인천광역시,강화군,양도면,37.6599861111111,126.424155555555,50,129,
인천광역시,강화군,화도면,37.6289083333333,126.422277777777,50,128,
인천광역시,옹진군,북도면,37.529675,126.429133333333,50,126,
인천광역시,중구,용유동,37.4410694444444,126.404475,50,124,
충청남도,서산시,인지면,36.7500916666666,126.427644444444,50,109,
충청남도,서산시,부석면,36.7120583333333,126.395555555555,50,108,
충청남도,태안군,고남면,36.4174916666666,126.411222222222,50,102,
전라남도,영광군,법성면,35.3589944444444,126.448022222222,51,79,
전라남도,영광군,홍농읍,35.3926472222222,126.447419444444,51,79,
전라남도,영광군,백수읍,35.2801694444444,126.422786111111,51,77,
전라남도,영광군,군남면,35.2366555555555,126.454711111111,51,76,
전라남도,함평군,손불면,35.140175,126.433797222222,51,74,
전라남도,무안군,청계면,34.9079388888888,126.430841666666,51,69,
전라남도,목포시,하당동,34.8055555555555,126.4223,51,67,
전라남도,목포시,옥암동,34.8070972222222,126.431863888888,51,67,
전라남도,목포시,부주동,34.81042535,126.4475935,51,67,
전라남도,,,34.8130444444444,126.465,51,67,
전라남도,무안군,삼향읍,34.8200361111111,126.443586111111,51,67,
전라남도,목포시,삼향동,34.8272138888888,126.419966666666,51,67,
전라남도,목포시,신흥동,34.7957083333333,126.420888888888,51,66,
전라남도,목포시,부흥동,34.8011472222222,126.436566666666,51,66,
전라남도,영암군,삼호읍,34.7429083333333,126.471188888888,51,65,
전라남도,해남군,산이면,34.6416111111111,126.449908333333,51,63,
전라남도,해남군,황산면,34.5737972222222,126.438430555555,51,61,
제주특별자치도,제주시,외도동,33.4896027777777,126.434244444444,51,38,
제주특별자치도,제주시,이호동,33.49655,126.460152777777,51,38,
제주특별자치도,서귀포시,중문동,33.2481777777777,126.436777777777,51,32,
인천광역시,강화군,강화읍,37.7455416666666,126.485597222222,51,131,
인천광역시,강화군,송해면,37.761775,126.465441666666,51,131,
인천광역시,강화군,선원면,37.7105055555555,126.486886111111,51,130,
인천광역시,강화군,,37.7438583333333,126.49,51,130,
인천광역시,강화군,불은면,37.6838555555555,126.482419444444,51,129,
인천광역시,강화군,길상면,37.637825,126.493166666666,51,128,
인천광역시,중구,운서동,37.49339138,126.4884015,51,125,
인천광역시,옹진군,영흥면,37.2529388888888,126.485911111111,51,120,
충청남도,서산시,대산읍,36.9367638888888,126.436377777777,51,113,
충청남도,서산시,성연면,36.8362527777777,126.463022222222,51,111,
충청남도,서산시,지곡면,36.8606444444444,126.438977777777,51,111,
충청남도,서산시,동문2동,36.7779444444444,126.461911111111,51,110,
충청남도,서산시,,36.7820972222222,126.452163888888,51,110,
충청남도,서산시,부춘동,36.7832055555555,126.450219444444,51,110,
충청남도,서산시,동문1동,36.787025,126.4612,51,110,
충청남도,서산시,석남동,36.7629777777777,126.456011111111,51,109,
충청남도,서산시,수석동,36.7684416666666,126.469344444444,51,109,
충청남도,보령시,대천5동,36.3122222222222,126.514,52,99,
전북특별자치도,부안군,변산면,35.6605305555555,126.530488888888,52,85,
전북특별자치도,고창군,상하면,35.4414861111111,126.497230555555,52,80,
전북특별자치도,고창군,공음면,35.3747222222222,126.513666666666,52,79,
전라남도,영광군,,35.2741666666666,126.514086111111,52,77,
전라남도,영광군,영광읍,35.2749,126.513930555555,52,77,
전라남도,영광군,군서면,35.2547583333333,126.477211111111,52,76,
전라남도,영광군,불갑면,35.2059222222222,126.509641666666,52,75,
전라남도,함평군,신광면,35.1525527777777,126.499752777777,52,74,
전라남도,함평군,함평읍,35.0623138888888,126.522222222222,52,72,
전라남도,함평군,,35.0627444444444,126.518619444444,52,72,
전라남도,무안군,,34.9873694444444,126.4837,52,71,
전라남도,무안군,무안읍,34.9874694444444,126.478333333333,52,71,
전라남도,함평군,엄다면,35.0071888888888,126.517908333333,52,71,
전라남도,무안군,몽탄면,34.9276611111111,126.504108333333,52,69,
전라남도,무안군,일로읍,34.8483083333333,126.492366666666,52,67,
전라남도,해남군,화산면,34.4882,126.517263888888,52,60,
전라남도,해남군,송지면,34.3664416666666,126.521444444444,52,57,
제주특별자치도,제주시,노형동,33.4798055555555,126.479197222222,52,38,
제주특별자치도,제주시,연동,33.4848666666666,126.498930555555,52,38,
제주특별자치도,,,33.4856944444444,126.500333333333,52,38,
제주특별자치도,제주시,오라동,33.4918944444444,126.513619444444,52,38,
제주특별자치도,제주시,도두동,33.4998888888888,126.470088888888,52,38,
제주특별자치도,제주시,용담1동,33.5063472222222,126.515686111111,52,38,
제주특별자치도,제주시,용담2동,33.5082472222222,126.513733333333,52,38,
제주특별자치도,서귀포시,,33.25235,126.512555555555,52,33,
제주특별자치도,서귀포시,대륜동,33.2447833333333,126.513411111111,52,32,
제주특별자치도,서귀포시,대천동,33.247475,126.479575,52,32,
인천광역시,중구,영종동,37.4907472222222,126.532997222222,52,125,
충청남도,당진시,대호지면,36.8971833333333,126.506263888888,52,112,
충청남도,서산시,음암면,36.7971277777777,126.52,52,110,
충청남도,서산시,고북면,36.6641777777777,126.535586111111,52,107,
충청남도,홍성군,서부면,36.5774416666666,126.519352777777,52,105,
충청남도,보령시,천북면,36.4758361111111,126.529330555555,52,103,
충청남도,보령시,오천면,36.4354805555555,126.524575,52,102,
충청남도,서천군,서면,36.1499583333333,126.551655555555,53,96,
전북특별자치도,고창군,심원면,35.5212861111111,126.553119444444,53,82,
전북특별자치도,고창군,해리면,35.4578833333333,126.541152777777,53,81,
전북특별자치도,고창군,무장면,35.4162027777777,126.562752777777,53,80,
전라남도,영광군,대마면,35.298325,126.579533333333,53,77,
전라남도,영광군,묘량면,35.2540333333333,126.545211111111,53,76,
전라남도,함평군,대동면,35.0656555555555,126.533422222222,53,72,
전라남도,함평군,학교면,35.0138416666666,126.539588888888,53,71,
전라남도,나주시,동강면,34.9363944444444,126.566066666666,53,69,
전라남도,영암군,학산면,34.7231,126.572155555555,53,65,
전라남도,영암군,미암면,34.6961638888888,126.573808333333,53,64,
전라남도,해남군,마산면,34.6185166666666,126.570130555555,53,62,
전라남도,해남군,현산면,34.4567444444444,126.555597222222,53,59,
전라남도,완도군,보길면,34.1659166666666,126.569608333333,53,53,
전라남도,완도군,노화읍,34.1746888888888,126.577866666666,53,53,
제주특별자치도,제주시,이도2동,33.4938583333333,126.537375,53,38,
제주특별자치도,제주시,,33.4963111111111,126.533208333333,53,38,
제주특별자치도,제주시,삼도1동,33.500425,126.5203,53,38,
제주특별자치도,제주시,이도1동,33.5051833333333,126.527588888888,53,38,
제주특별자치도,제주시,삼도2동,33.5083861111111,126.523911111111,53,38,
제주특별자치도,제주시,일도2동,33.5084777777777,126.540319444444,53,38,
제주특별자치도,제주시,건입동,33.5116805555555,126.533708333333,53,38,
제주특별자치도,제주시,일도1동,33.5116861111111,126.528186111111,53,38,
제주특별자치도,제주시,화북동,33.5169722222222,126.567441666666,53,38,
제주특별자치도,제주시,아라동,33.4730555555555,126.547008333333,53,37,
제주특별자치도,서귀포시,서홍동,33.2606333333333,126.552733333333,53,33,
제주특별자치도,서귀포시,동홍동,33.2630222222222,126.569099999999,53,33,
제주특별자치도,서귀포시,송산동,33.2418055555555,126.568063888888,53,32,
제주특별자치도,서귀포시,정방동,33.2425833333333,126.567277777777,53,32,
제주특별자치도,서귀포시,천지동,33.2445916666666,126.563288888888,53,32,
제주특별자치도,서귀포시,중앙동,33.2473527777777,126.567041666666,53,32,
경기도,김포시,월곶면,37.7142638888888,126.554677777777,53,130,
경기도,김포시,통진읍,37.68895,126.599377777777,53,129,
경기도,김포시,대곶면,37.6463666666666,126.583930555555,53,128,
인천광역시,중구,영종1동,37.489325,126.554234,53,125,
인천광역시,중구,영종2동,37.49928373,126.5687266,53,125,
인천광역시,중구,연안동,37.4504194444444,126.6066,53,124,
경기도,안산시단원구,대부동,37.2408805555555,126.587286111111,53,120,
충청남도,당진시,석문면,36.9790666666666,126.592941666666,53,114,
충청남도,당진시,고대면,36.9231444444444,126.598952777777,53,113,
충청남도,당진시,정미면,36.8795972222222,126.570286111111,53,112,
충청남도,서산시,운산면,36.8078499999999,126.582677777777,53,110,
충청남도,서산시,해미면,36.7108388888888,126.546975,53,108,
충청남도,홍성군,갈산면,36.6022972222222,126.552108333333,53,106,
충청남도,홍성군,결성면,36.5213805555555,126.548688888888,53,104,
충청남도,홍성군,은하면,36.5290111111111,126.592530555555,53,104,
충청남도,보령시,주포면,36.4121916666666,126.590008333333,53,102,
충청남도,보령시,청소면,36.4425555555555,126.591533333333,53,102,
충청남도,보령시,주교면,36.3879527777777,126.571322222222,53,101,
충청남도,보령시,대천1동,36.3490027777777,126.598986111111,53,100,
충청남도,보령시,대천2동,36.3503166666666,126.591852777777,53,100,
충청남도,보령시,남포면,36.3016749999999,126.607033333333,54,99,
충청남도,보령시,웅천읍,36.2287805555555,126.603252777777,54,98,
충청남도,보령시,주산면,36.1954222222222,126.633808333333,54,97,
충청남도,서천군,비인면,36.139325,126.603699999999,54,96,
전북특별자치도,군산시,옥서면,35.9214416666666,126.647055555555,54,91,
전북특별자치도,부안군,진서면,35.5846583333333,126.607455555555,54,84,
전북특별자치도,고창군,아산면,35.4367972222222,126.636886111111,54,80,
전북특별자치도,고창군,대산면,35.3380055555555,126.605497222222,54,78,
전라남도,함평군,월야면,35.1769361111111,126.634311111111,54,75,
전라남도,함평군,해보면,35.1774138888888,126.603219444444,54,75,
전라남도,함평군,나산면,35.1108,126.610986111111,54,73,
전라남도,나주시,문평면,35.0521138888888,126.605963888888,54,72,
전라남도,나주시,다시면,35.0162722222222,126.639344444444,54,71,
전라남도,나주시,공산면,34.9402444444444,126.610152777777,54,70,
전라남도,영암군,시종면,34.8655138888888,126.609122222222,54,68,
전라남도,영암군,서호면,34.7518888888888,126.586952777777,54,65,
전라남도,해남군,해남읍,34.56205,126.601263888888,54,61,
전라남도,해남군,,34.5704361111111,126.601288888888,54,61,
전라남도,해남군,삼산면,34.5177138888888,126.612022222222,54,60,
전라남도,해남군,북평면,34.4049972222222,126.627455555555,54,58,
제주특별자치도,제주시,봉개동,33.4884555555555,126.596877777777,54,38,
제주특별자치도,제주시,삼양동,33.5186944444444,126.587530555555,54,38,
제주특별자치도,서귀포시,효돈동,33.2600472222222,126.617622222222,54,33,
제주특별자치도,서귀포시,영천동,33.2655777777777,126.588977777777,54,33,
경기도,김포시,하성면,37.7173722222222,126.633341666666,54,130,
경기도,김포시,양촌읍,37.657464,126.625369,54,129,
경기도,김포시,마산동,37.641265,126.643823,54,128,
경기도,김포시,구래동,37.64646146,126.6237155,54,128,
인천광역시,서구,마전동,37.5929616,126.6613294,54,127,
인천광역시,서구,오류왕길동,37.597691,126.637152,54,127,
인천광역시,서구,검단동,37.5993805555555,126.663375,54,127,
인천광역시,서구,청라3동,37.5246933,126.6295261,54,126,
인천광역시,서구,청라2동,37.53196667,126.6410139,54,126,
인천광역시,서구,청라1동,37.53197235,126.653834,54,126,
인천광역시,미추홀구,숭의1.3동,37.4672428,126.6471814,54,125,
인천광역시,미추홀구,도화2.3동,37.4675264,126.6647547,54,125,
인천광역시,중구,신포동,37.4675555555555,126.627155555555,54,125,
인천광역시,동구,금창동,37.4697777777777,126.641944444444,54,125,
인천광역시,동구,송림3.5동,37.4701166666666,126.6486,54,125,
인천광역시,중구,,37.4709333333333,126.623566666666,54,125,
인천광역시,동구,,37.4710361111111,126.645366666666,54,125,
인천광역시,중구,개항동,37.4725555555555,126.620686111111,54,125,
인천광역시,동구,송림2동,37.473025,126.644730555555,54,125,
인천광역시,동구,송현1.2동,37.4733638888888,126.639188888888,54,125,
인천광역시,동구,송림1동,37.4734833333333,126.642333333333,54,125,
인천광역시,중구,동인천동,37.4740472222222,126.631111111111,54,125,
인천광역시,동구,송림6동,37.4745527777777,126.650030555555,54,125,
인천광역시,동구,송림4동,37.4754611111111,126.652022222222,54,125,
인천광역시,동구,화수1.화평동,37.4787361111111,126.631952777777,54,125,
인천광역시,동구,송현3동,37.4795166666666,126.644722222222,54,125,
인천광역시,동구,만석동,37.4804444444444,126.627530555555,54,125,
인천광역시,동구,화수2동,37.4815805555555,126.632222222222,54,125,
인천광역시,연수구,옥련2동,37.4235,126.650286111111,54,124,
인천광역시,연수구,옥련1동,37.4245333333333,126.657141666666,54,124,
인천광역시,미추홀구,학익1동,37.4370833333333,126.666233333333,54,124,
인천광역시,옹진군,,37.4437249999999,126.638888888888,54,124,
인천광역시,미추홀구,용현5동,37.4497138888888,126.642419444444,54,124,
인천광역시,미추홀구,용현2동,37.4523222222222,126.647530555555,54,124,
인천광역시,미추홀구,용현3동,37.4539083333333,126.653966666666,54,124,
인천광역시,미추홀구,용현1.4동,37.4562382,126.6599204,54,124,
인천광역시,미추홀구,숭의2동,37.4602527777777,126.649311111111,54,124,
인천광역시,미추홀구,,37.4606805555555,126.652686111111,54,124,
인천광역시,미추홀구,숭의4동,37.4620444444444,126.661241666666,54,124,
